domain,value
다람쥐,	100
누룩뱀,	20
유혈목이,	18
쇠살모사,	17
너구리	16
능구렁이	14
북방산개구리	11
고라니	10
두꺼비	9
청설모	8
조류	7
살모사	7
족제비	5
멧토끼	4
들고양이	4
고양이	3
호랑지빠귀	3
삵	3
무당개구리	3
새	2
물까치	2
멧돼지	2
담비	2
흰배지빠귀	2
꿩	2
어치	2
오소리	2
두더지	2
수달	2
들쥐	1
구렁이	1
대륙밭쥐	1
큰유리새	1
참개구리	1
땃쥐	1
노랑할미새	1
까치독사	1
노랑턱멧새	1
물두꺼비	1
되솔새	1
시궁쥐	1
직박구리	1
박새과	1
쇠딱다구리	1
족제비로 추정	1
꼬리치레도롱뇽	1
하늘다람쥐	1
박새	1
삵 다람쥐	1
사다새	1
능사	1
토끼	1
딱새	1
들꿩	1
대륙유혈목이	1
지빠귀과	1
개	1
까치살모사	1
